Ruas Jalan Tol,Gerbang Masuk,Gerbang Keluar,Golongan Kendaraan,Tarif Tol
Jakarta-Tangerang,Cikupa,Kembangan,Golongan V,TARIF TIDAK DITEMUKAN
Jakarta-Tangerang,Cikupa,Kembangan,Golongan VI,TARIF TIDAK DITEMUKAN
Jakarta-Tangerang,Cikupa,Karawaci Timur,Golongan I,TARIF TIDAK DITEMUKAN
Jakarta-Tangerang,Cikupa,Karawaci Timur,Golongan II,TARIF TIDAK DITEMUKAN
Jakarta-Tangerang,Cikupa,Karawaci Timur,Golongan III,TARIF TIDAK DITEMUKAN
Jakarta-Tangerang,Cikupa,Karawaci Timur,Golongan IV,TARIF TIDAK DITEMUKAN
Jakarta-Tangerang,Cikupa,Karawaci Timur,Golongan V,TARIF TIDAK DITEMUKAN
Jakarta-Tangerang,Cikupa,Karawaci Timur,Golongan VI,TARIF TIDAK DITEMUKAN
Jakarta-Tangerang,Cikupa,Cikupa,Golongan I,TARIF TIDAK DITEMUKAN
Jakarta-Tangerang,Cikupa,Cikupa,Golongan II,TARIF TIDAK DITEMUKAN
Jakarta-Tangerang,Cikupa,Cikupa,Golongan III,TARIF TIDAK DITEMUKAN
Jakarta-Tangerang,Cikupa,Cikupa,Golongan IV,TARIF TIDAK DITEMUKAN
Jakarta-Tangerang,Cikupa,Cikupa,Golongan V,TARIF TIDAK DITEMUKAN
Jakarta-Tangerang,Cikupa,Cikupa,Golongan VI,TARIF TIDAK DITEMUKAN
JORR,"Jalan Tol Lingkar Luar Jakarta Seksi W1, W2 Utara, W2 Selatan,  S, E1, E2, E3 ( Penjaringan - Rorotan )","Jalan Tol Lingkar Luar Jakarta Seksi W1, W2 Utara, W2 Selatan,  S, E1, E2, E3 ( Penjaringan - Rorotan )",Golongan I,"15,000.00"
JORR,"Jalan Tol Lingkar Luar Jakarta Seksi W1, W2 Utara, W2 Selatan,  S, E1, E2, E3 ( Penjaringan - Rorotan )","Jalan Tol Lingkar Luar Jakarta Seksi W1, W2 Utara, W2 Selatan,  S, E1, E2, E3 ( Penjaringan - Rorotan )",Golongan II,"22,500.00"
JORR,"Jalan Tol Lingkar Luar Jakarta Seksi W1, W2 Utara, W2 Selatan,  S, E1, E2, E3 ( Penjaringan - Rorotan )","Jalan Tol Lingkar Luar Jakarta Seksi W1, W2 Utara, W2 Selatan,  S, E1, E2, E3 ( Penjaringan - Rorotan )",Golongan III,"22,500.00"
JORR,"Jalan Tol Lingkar Luar Jakarta Seksi W1, W2 Utara, W2 Selatan,  S, E1, E2, E3 ( Penjaringan - Rorotan )","Jalan Tol Lingkar Luar Jakarta Seksi W1, W2 Utara, W2 Selatan,  S, E1, E2, E3 ( Penjaringan - Rorotan )",Golongan IV,"30,000.00"
JORR,"Jalan Tol Lingkar Luar Jakarta Seksi W1, W2 Utara, W2 Selatan,  S, E1, E2, E3 ( Penjaringan - Rorotan )","Jalan Tol Lingkar Luar Jakarta Seksi W1, W2 Utara, W2 Selatan,  S, E1, E2, E3 ( Penjaringan - Rorotan )",Golongan V,"30,000.00"
JORR,"Jalan Tol Lingkar Luar Jakarta Seksi W1, W2 Utara, W2 Selatan,  S, E1, E2, E3 ( Penjaringan - Rorotan )","Jalan Tol Lingkar Luar Jakarta Seksi W1, W2 Utara, W2 Selatan,  S, E1, E2, E3 ( Penjaringan - Rorotan )",Golongan VI,TARIF TIDAK DITEMUKAN
JORR non S,Sistem Terbuka,Sistem Terbuka,Golongan I,TARIF TIDAK DITEMUKAN
JORR non S,Sistem Terbuka,Sistem Terbuka,Golongan II,"11,500.00"
JORR non S,Sistem Terbuka,Sistem Terbuka,Golongan III,"13,500.00"
JORR non S,Sistem Terbuka,Sistem Terbuka,Golongan IV,"17,000.00"
JORR non S,Sistem Terbuka,Sistem Terbuka,Golongan V,"20,500.00"
JORR non S,Sistem Terbuka,Sistem Terbuka,Golongan VI,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Sistem Terbuka,Golongan I,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Sistem Terbuka,Golongan II,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Sistem Terbuka,Golongan III,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Sistem Terbuka,Golongan IV,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Sistem Terbuka,Golongan V,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Sistem Terbuka,Golongan VI,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Penjaringan,Golongan I,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Penjaringan,Golongan II,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Penjaringan,Golongan III,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Penjaringan,Golongan IV,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Penjaringan,Golongan V,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Penjaringan,Golongan VI,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Rorotan,Golongan I,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Rorotan,Golongan II,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Rorotan,Golongan III,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Rorotan,Golongan IV,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Rorotan,Golongan V,TARIF TIDAK DITEMUKAN
JORR S,Sistem Terbuka,Rorotan,Golongan VI,TARIF TIDAK DITEMUKAN
JORR S,Penjaringan,Sistem Terbuka,Golongan I,TARIF TIDAK DITEMUKAN
JORR S,Penjaringan,Sistem Terbuka,Golongan II,TARIF TIDAK DITEMUKAN
JORR S,Penjaringan,Sistem Terbuka,Golongan III,TARIF TIDAK DITEMUKAN
JORR S,Penjaringan,Sistem Terbuka,Golongan IV,TARIF TIDAK DITEMUKAN
JORR S,Penjaringan,Sistem Terbuka,Golongan V,TARIF TIDAK DITEMUKAN
JORR S,Penjaringan,Sistem Terbuka,Golongan VI,TARIF TIDAK DITEMUKAN
JORR S,Penjaringan,Penjaringan,Golongan I,TARIF TIDAK DITEMUKAN
JORR S,Penjaringan,Penjaringan,Golongan II,TARIF TIDAK DITEMUKAN
JORR S,Penjaringan,Penjaringan,Golongan III,TARIF TIDAK DITEMUKAN
JORR S,Penjaringan,Penjaringan,Golongan IV,TARIF TIDAK DITEMUKAN
JORR S,Penjaringan,Penjaringan,Golongan V,TARIF TIDAK DITEMUKAN
JORR S,Penjaringan,Penjaringan,Golongan VI,TARIF TIDAK DITEMUKAN
JORR S,Penjaringan,Rorotan,Golongan I,"15,000.00"
JORR S,Penjaringan,Rorotan,Golongan II,"22,500.00"
JORR S,Penjaringan,Rorotan,Golongan III,"22,500.00"
JORR S,Penjaringan,Rorotan,Golongan IV,"30,000.00"
JORR S,Penjaringan,Rorotan,Golongan V,"30,000.00"
JORR S,Penjaringan,Rorotan,Golongan VI,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Sistem Terbuka,Golongan I,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Sistem Terbuka,Golongan II,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Sistem Terbuka,Golongan III,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Sistem Terbuka,Golongan IV,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Sistem Terbuka,Golongan V,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Sistem Terbuka,Golongan VI,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Penjaringan,Golongan I,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Penjaringan,Golongan II,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Penjaringan,Golongan III,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Penjaringan,Golongan IV,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Penjaringan,Golongan V,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Penjaringan,Golongan VI,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Rorotan,Golongan I,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Rorotan,Golongan II,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Rorotan,Golongan III,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Rorotan,Golongan IV,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Rorotan,Golongan V,TARIF TIDAK DITEMUKAN
JORR S,Rorotan,Rorotan,Golongan VI,TARIF TIDAK DITEMUKAN
JORR W1,Kebon Jeruk,Kebon Jeruk,Golongan I,TARIF TIDAK DITEMUKAN
JORR W1,Kebon Jeruk,Kebon Jeruk,Golongan II,TARIF TIDAK DITEMUKAN
JORR W1,Kebon Jeruk,Kebon Jeruk,Golongan III,TARIF TIDAK DITEMUKAN
JORR W1,Kebon Jeruk,Kebon Jeruk,Golongan IV,TARIF TIDAK DITEMUKAN
JORR W1,Kebon Jeruk,Kebon Jeruk,Golongan V,TARIF TIDAK DITEMUKAN
JORR W1,Kebon Jeruk,Kebon Jeruk,Golongan VI,TARIF TIDAK DITEMUKAN
JORR W1,Kebon Jeruk,Penjaringan,Golongan I,"7,500.00"
JORR W1,Kebon Jeruk,Penjaringan,Golongan II,"11,500.00"
JORR W1,Kebon Jeruk,Penjaringan,Golongan III,"15,500.00"
JORR W1,Kebon Jeruk,Penjaringan,Golongan IV,"19,500.00"
JORR W1,Kebon Jeruk,Penjaringan,Golongan V,"23,000.00"
JORR W1,Kebon Jeruk,Penjaringan,Golongan VI,TARIF TIDAK DITEMUKAN
JORR W1,Kebon Jeruk,Rorotan,Golongan I,TARIF TIDAK DITEMUKAN
JORR W1,Kebon Jeruk,Rorotan,Golongan II,TARIF TIDAK DITEMUKAN
JORR W1,Kebon Jeruk,Rorotan,Golongan III,TARIF TIDAK DITEMUKAN
JORR W1,Kebon Jeruk,Rorotan,Golongan IV,TARIF TIDAK DITEMUKAN
JORR W1,Kebon Jeruk,Rorotan,Golongan V,TARIF TIDAK DITEMUKAN
JORR W1,Kebon Jeruk,Rorotan,Golongan VI,TARIF TIDAK DITEMUKAN
JORR W1,Penjaringan,Kebon Jeruk,Golongan I,TARIF TIDAK DITEMUKAN
JORR W1,Penjaringan,Kebon Jeruk,Golongan II,TARIF TIDAK DITEMUKAN
JORR W1,Penjaringan,Kebon Jeruk,Golongan III,TARIF TIDAK DITEMUKAN
JORR W1,Penjaringan,Kebon Jeruk,Golongan IV,TARIF TIDAK DITEMUKAN
JORR W1,Penjaringan,Kebon Jeruk,Golongan V,TARIF TIDAK DITEMUKAN
JORR W1,Penjaringan,Kebon Jeruk,Golongan VI,TARIF TIDAK DITEMUKAN
JORR W1,Penjaringan,Penjaringan,Golongan I,TARIF TIDAK DITEMUKAN
JORR W1,Penjaringan,Penjaringan,Golongan II,TARIF TIDAK DITEMUKAN
JORR W1,Penjaringan,Penjaringan,Golongan III,TARIF TIDAK DITEMUKAN
JORR W1,Penjaringan,Penjaringan,Golongan IV,TARIF TIDAK DITEMUKAN
JORR W1,Penjaringan,Penjaringan,Golongan V,TARIF TIDAK DITEMUKAN
JORR W1,Penjaringan,Penjaringan,Golongan VI,TARIF TIDAK DITEMUKAN
JORR W1,Penjaringan,Rorotan,Golongan I,"15,000.00"
JORR W1,Penjaringan,Rorotan,Golongan II,"22,500.00"
JORR W1,Penjaringan,Rorotan,Golongan III,"22,500.00"
JORR W1,Penjaringan,Rorotan,Golongan IV,"30,000.00"
JORR W1,Penjaringan,Rorotan,Golongan V,"30,000.00"
JORR W1,Penjaringan,Rorotan,Golongan VI,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Kebon Jeruk,Golongan I,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Kebon Jeruk,Golongan II,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Kebon Jeruk,Golongan III,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Kebon Jeruk,Golongan IV,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Kebon Jeruk,Golongan V,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Kebon Jeruk,Golongan VI,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Penjaringan,Golongan I,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Penjaringan,Golongan II,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Penjaringan,Golongan III,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Penjaringan,Golongan IV,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Penjaringan,Golongan V,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Penjaringan,Golongan VI,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Rorotan,Golongan I,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Rorotan,Golongan II,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Rorotan,Golongan III,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Rorotan,Golongan IV,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Rorotan,Golongan V,TARIF TIDAK DITEMUKAN
JORR W1,Rorotan,Rorotan,Golongan VI,TARIF TIDAK DITEMUKAN
JORR W2 Utara (Kebon Jeruk-Ulujami),Kebon Jeruk - Ulujami,Kebon Jeruk - Ulujami,Golongan I,"9,500.00"
JORR W2 Utara (Kebon Jeruk-Ulujami),Kebon Jeruk - Ulujami,Kebon Jeruk - Ulujami,Golongan II,"11,500.00"
JORR W2 Utara (Kebon Jeruk-Ulujami),Kebon Jeruk - Ulujami,Kebon Jeruk - Ulujami,Golongan III,"15,000.00"
JORR W2 Utara (Kebon Jeruk-Ulujami),Kebon Jeruk - Ulujami,Kebon Jeruk - Ulujami,Golongan IV,"17,000.00"
JORR W2 Utara (Kebon Jeruk-Ulujami),Kebon Jeruk - Ulujami,Kebon Jeruk - Ulujami,Golongan V,"20,500.00"
JORR W2 Utara (Kebon Jeruk-Ulujami),Kebon Jeruk - Ulujami,Kebon Jeruk - Ulujami,Golongan VI,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Kanci,Kanci,Golongan I,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Kanci,Kanci,Golongan II,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Kanci,Kanci,Golongan III,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Kanci,Kanci,Golongan IV,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Kanci,Kanci,Golongan V,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Kanci,Kanci,Golongan VI,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Kanci,Ciledug,Golongan I,"15,500.00"
Kanci - Pejagan,Kanci,Ciledug,Golongan II,"23,000.00"
Kanci - Pejagan,Kanci,Ciledug,Golongan III,"23,000.00"
Kanci - Pejagan,Kanci,Ciledug,Golongan IV,"31,000.00"
Kanci - Pejagan,Kanci,Ciledug,Golongan V,"31,000.00"
Kanci - Pejagan,Kanci,Ciledug,Golongan VI,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Kanci,Pejagan,Golongan I,"29,000.00"
Kanci - Pejagan,Kanci,Pejagan,Golongan II,"43,500.00"
Kanci - Pejagan,Kanci,Pejagan,Golongan III,"43,500.00"
Kanci - Pejagan,Kanci,Pejagan,Golongan IV,"58,000.00"
Kanci - Pejagan,Kanci,Pejagan,Golongan V,"58,000.00"
Kanci - Pejagan,Kanci,Pejagan,Golongan VI,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Ciledug,Kanci,Golongan I,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Ciledug,Kanci,Golongan II,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Ciledug,Kanci,Golongan III,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Ciledug,Kanci,Golongan IV,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Ciledug,Kanci,Golongan V,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Ciledug,Kanci,Golongan VI,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Ciledug,Ciledug,Golongan I,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Ciledug,Ciledug,Golongan II,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Ciledug,Ciledug,Golongan III,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Ciledug,Ciledug,Golongan IV,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Ciledug,Ciledug,Golongan V,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Ciledug,Ciledug,Golongan VI,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Ciledug,Pejagan,Golongan I,"13,500.00"
Kanci - Pejagan,Ciledug,Pejagan,Golongan II,"20,000.00"
Kanci - Pejagan,Ciledug,Pejagan,Golongan III,"20,000.00"
Kanci - Pejagan,Ciledug,Pejagan,Golongan IV,"27,000.00"
Kanci - Pejagan,Ciledug,Pejagan,Golongan V,"27,000.00"
Kanci - Pejagan,Ciledug,Pejagan,Golongan VI,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Kanci,Golongan I,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Kanci,Golongan II,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Kanci,Golongan III,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Kanci,Golongan IV,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Kanci,Golongan V,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Kanci,Golongan VI,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Ciledug,Golongan I,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Ciledug,Golongan II,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Ciledug,Golongan III,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Ciledug,Golongan IV,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Ciledug,Golongan V,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Ciledug,Golongan VI,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Pejagan,Golongan I,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Pejagan,Golongan II,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Pejagan,Golongan III,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Pejagan,Golongan IV,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Pejagan,Golongan V,TARIF TIDAK DITEMUKAN
Kanci - Pejagan,Pejagan,Pejagan,Golongan VI,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Bandar,Bandar,Golongan I,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Bandar,Bandar,Golongan II,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Bandar,Bandar,Golongan III,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Bandar,Bandar,Golongan IV,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Bandar,Bandar,Golongan V,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Bandar,Bandar,Golongan VI,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Bandar,Jombang,Golongan I,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Bandar,Jombang,Golongan II,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Bandar,Jombang,Golongan III,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Bandar,Jombang,Golongan IV,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Bandar,Jombang,Golongan V,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Bandar,Jombang,Golongan VI,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Bandar,Mojokerto Barat,Golongan I,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Bandar,Mojokerto Barat,Golongan II,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Bandar,Mojokerto Barat,Golongan III,"80,500.00"
Kertosono - Mojokerto,Bandar,Mojokerto Barat,Golongan IV,"10,500.00"
Kertosono - Mojokerto,Bandar,Mojokerto Barat,Golongan V,"12,500.00"
Kertosono - Mojokerto,Bandar,Mojokerto Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Bandar,Mojokerto,Golongan I,"46,000.00"
Kertosono - Mojokerto,Bandar,Mojokerto,Golongan II,"69,000.00"
Kertosono - Mojokerto,Bandar,Mojokerto,Golongan III,"92,000.00"
Kertosono - Mojokerto,Bandar,Mojokerto,Golongan IV,"115,000.00"
Kertosono - Mojokerto,Bandar,Mojokerto,Golongan V,"138,000.00"
Kertosono - Mojokerto,Bandar,Mojokerto,Golongan VI,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Jombang,Bandar,Golongan I,"17,000.00"
Kertosono - Mojokerto,Jombang,Bandar,Golongan II,"25,500.00"
Kertosono - Mojokerto,Jombang,Bandar,Golongan III,"34,000.00"
Kertosono - Mojokerto,Jombang,Bandar,Golongan IV,"42,500.00"
Kertosono - Mojokerto,Jombang,Bandar,Golongan V,"51,000.00"
Kertosono - Mojokerto,Jombang,Bandar,Golongan VI,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Jombang,Jombang,Golongan I,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Jombang,Jombang,Golongan II,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Jombang,Jombang,Golongan III,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Jombang,Jombang,Golongan IV,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Jombang,Jombang,Golongan V,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Jombang,Jombang,Golongan VI,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Jombang,Mojokerto Barat,Golongan I,"23,000.00"
Kertosono - Mojokerto,Jombang,Mojokerto Barat,Golongan II,"34,500.00"
Kertosono - Mojokerto,Jombang,Mojokerto Barat,Golongan III,"46,000.00"
Kertosono - Mojokerto,Jombang,Mojokerto Barat,Golongan IV,"57,500.00"
Kertosono - Mojokerto,Jombang,Mojokerto Barat,Golongan V,"69,500.00"
Kertosono - Mojokerto,Jombang,Mojokerto Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Jombang,Mojokerto,Golongan I,"29,000.00"
Kertosono - Mojokerto,Jombang,Mojokerto,Golongan II,"43,500.00"
Kertosono - Mojokerto,Jombang,Mojokerto,Golongan III,"58,000.00"
Kertosono - Mojokerto,Jombang,Mojokerto,Golongan IV,"72,000.00"
Kertosono - Mojokerto,Jombang,Mojokerto,Golongan V,"72,000.00"
Kertosono - Mojokerto,Jombang,Mojokerto,Golongan VI,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto Barat,Bandar,Golongan I,"40,000.00"
Kertosono - Mojokerto,Mojokerto Barat,Bandar,Golongan II,"60,000.00"
Kertosono - Mojokerto,Mojokerto Barat,Bandar,Golongan III,"80,500.00"
Kertosono - Mojokerto,Mojokerto Barat,Bandar,Golongan IV,"100,500.00"
Kertosono - Mojokerto,Mojokerto Barat,Bandar,Golongan V,"120,500.00"
Kertosono - Mojokerto,Mojokerto Barat,Bandar,Golongan VI,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto Barat,Jombang,Golongan I,"23,000.00"
Kertosono - Mojokerto,Mojokerto Barat,Jombang,Golongan II,"34,500.00"
Kertosono - Mojokerto,Mojokerto Barat,Jombang,Golongan III,"46,000.00"
Kertosono - Mojokerto,Mojokerto Barat,Jombang,Golongan IV,"57,500.00"
Kertosono - Mojokerto,Mojokerto Barat,Jombang,Golongan V,"69,500.00"
Kertosono - Mojokerto,Mojokerto Barat,Jombang,Golongan VI,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto Barat,Mojokerto Barat,Golongan I,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto Barat,Mojokerto Barat,Golongan II,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto Barat,Mojokerto Barat,Golongan III,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto Barat,Mojokerto Barat,Golongan IV,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto Barat,Mojokerto Barat,Golongan V,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto Barat,Mojokerto Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto Barat,Mojokerto,Golongan I,"6,000.00"
Kertosono - Mojokerto,Mojokerto Barat,Mojokerto,Golongan II,"8,500.00"
Kertosono - Mojokerto,Mojokerto Barat,Mojokerto,Golongan III,"11,500.00"
Kertosono - Mojokerto,Mojokerto Barat,Mojokerto,Golongan IV,"14,500.00"
Kertosono - Mojokerto,Mojokerto Barat,Mojokerto,Golongan V,"17,500.00"
Kertosono - Mojokerto,Mojokerto Barat,Mojokerto,Golongan VI,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Bandar,Golongan I,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Bandar,Golongan II,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Bandar,Golongan III,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Bandar,Golongan IV,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Bandar,Golongan V,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Bandar,Golongan VI,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Jombang,Golongan I,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Jombang,Golongan II,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Jombang,Golongan III,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Jombang,Golongan IV,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Jombang,Golongan V,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Jombang,Golongan VI,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Mojokerto Barat,Golongan I,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Mojokerto Barat,Golongan II,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Mojokerto Barat,Golongan III,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Mojokerto Barat,Golongan IV,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Mojokerto Barat,Golongan V,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Mojokerto Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Mojokerto,Golongan I,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Mojokerto,Golongan II,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Mojokerto,Golongan III,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Mojokerto,Golongan IV,TARIF TIDAK DITEMUKAN
Kertosono - Mojokerto,Mojokerto,Mojokerto,Golongan V,TARIF TIDAK DITEMUKAN
